Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Protein families
P18619	VM2FL_PROFL	reviewed	Zinc metalloproteinase/disintegrin [Cleaved into: Snake venom metalloproteinase (SVMP) (EC 3.4.24.-); Disintegrin flavoridin]		Protobothrops flavoviridis (Habu) (Trimeresurus flavoviridis)	483	Venom metalloproteinase (M12B) family, P-II subfamily, P-IIa sub-subfamily
Q9IAY0	VM1H3_DEIAC	reviewed	Snake venom metalloproteinase H3 (SVMP) (EC 3.4.24.-) (Fragment)		Deinagkistrodon acutus (Hundred-pace snake) (Agkistrodon acutus)	400	Venom metalloproteinase (M12B) family, P-I subfamily
P0C7X7	VM212_CROSS	reviewed	Disintegrin mojastin-2 [Cleaved into: Disintegrin mojastin-1]		Crotalus scutulatus scutulatus (Mojave rattlesnake)	73	Venom metalloproteinase (M12B) family, P-II subfamily, P-IIa sub-subfamily
Q71QI3	VSP5_TRIST	reviewed	Snake venom serine protease CL5 (SVSP) (EC 3.4.21.-)		Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	257	Peptidase S1 family, Snake venom subfamily
I4CHP3	VSPI_GLOHA	reviewed	Thrombin-like enzyme AhV_TL-I (SVTLE AhV_TL-I) (EC 3.4.21.-)		Gloydius halys (Chinese water mocassin) (Agkistrodon halys)	238	Peptidase S1 family, Snake venom subfamily
P0C8I7	VM3FA_VIPAA	reviewed	Factor X-activator 1 heavy chain (VAFXA-I HC) (EC 3.4.24.-) (Snake venom metalloproteinase) (SVMP) (Fragment)		Vipera ammodytes ammodytes (Western sand viper)	15	Venom metalloproteinase (M12B) family, P-III subfamily, P-IIId sub-subfamily
Q90X24	TXVE_BOTIN	reviewed	Snake venom vascular endothelial growth factor toxin (svVEGF) (VEGF-F)		Bothrops insularis (Golden lancehead) (Lachesis insularis)	146	PDGF/VEGF growth factor family, Snake venom VEGF subfamily
Q6J936	TXVE_BOTER	reviewed	Snake venom vascular endothelial growth factor toxin (svVEGF) (VEGF-F)		Bothrops erythromelas (Caatinga lance head)	146	PDGF/VEGF growth factor family, Snake venom VEGF subfamily
P0CV91	PRDX4_CROAT	reviewed	Peroxiredoxin-4 (EC 1.11.1.24) (Thioredoxin-dependent peroxiredoxin 4) (Fragments)		Crotalus atrox (Western diamondback rattlesnake)	36	Peroxiredoxin family, AhpC/Prx1 subfamily
A8Y7P1	VKTB1_DABSI	reviewed	Kunitz-type serine protease inhibitor B1 (BBPTI-1) (BPTI-1) (Trypsin inhibitor 1) (Trypsin inhibitor B1)		Daboia siamensis (Eastern Russel's viper) (Daboia russelii siamensis)	84	Venom Kunitz-type family
C0K3N1	TXVE_BITAR	reviewed	Snake venom vascular endothelial growth factor toxin barietin (svVEGF) (VEGF-F)		Bitis arietans (African puff adder)	150	PDGF/VEGF growth factor family, Snake venom VEGF subfamily
P67860	VEGFA_PROFL	reviewed	Vascular endothelial growth factor A (VEGF-A) (Vascular permeability factor) (VPF)		Protobothrops flavoviridis (Habu) (Trimeresurus flavoviridis)	216	PDGF/VEGF growth factor family
Q9I8X1	VSPP_DEIAC	reviewed	Snake venom serine protease Dav-PA (SVSP) (AaV-SP-I) (AaV-SP-II) (EC 3.4.21.-)		Deinagkistrodon acutus (Hundred-pace snake) (Agkistrodon acutus)	258	Peptidase S1 family, Snake venom subfamily
E5L0E6	VSPCA_AGKPL	reviewed	Protein C activator (APL-C) (EC 3.4.21.-) (Snake venom serine protease) (SVSP)		Agkistrodon piscivorus leucostoma (Western cottonmouth) (Acontias leucostoma)	255	Peptidase S1 family, Snake venom subfamily
Q9DF68	VSP1_PROJR	reviewed	Venom serine proteinase-like protein (SP1) (Snake venom serine protease homolog)		Protobothrops jerdonii (Jerdon's pitviper) (Trimeresurus jerdonii)	260	Peptidase S1 family, Snake venom subfamily
P22028	VM3B_BOTJA	reviewed	Zinc metalloproteinase-disintegrin-like botrocetin (EC 3.4.24.-) (Snake venom metalloproteinase) (SVMP) (von Willebrand factor-dependent platelet coagglutinin) [Cleaved into: Disintegrin-like botrocetin] (Fragment)		Bothrops jararaca (Jararaca) (Bothrops jajaraca)	25	Venom metalloproteinase (M12B) family, P-III subfamily, P-IIIb sub-subfamily
Q98UF9	VM3H3_BOTJA	reviewed	Zinc metalloproteinase-disintegrin-like HF3 (EC 3.4.24.-) (Snake venom metalloproteinase) (SVMP)		Bothrops jararaca (Jararaca) (Bothrops jajaraca)	606	Venom metalloproteinase (M12B) family, P-III subfamily, P-IIIa sub-subfamily
P0DMH4	VM2_BOTFO	reviewed	Disintegrin (Platelet aggregation activation inhibitor) (Fragment)		Bothrops fonsecai (Fonseca's lancehead) (Rhinocerophis fonsecai)	20	Venom metalloproteinase (M12B) family, P-II subfamily, P-IIa sub-subfamily
Q0NZX6	VM2JR_BOTJA	reviewed	Zinc metalloproteinase-disintegrin jararin (EC 3.4.24.-) (Snake venom metalloproteinase) (SVMP) (Fragment)		Bothrops jararaca (Jararaca) (Bothrops jajaraca)	156	Venom metalloproteinase (M12B) family, P-II subfamily, P-IIb sub-subfamily
P58930	WAG24_TROWA	reviewed	Waglerin-4 (SL-Waglerin-2) [Cleaved into: Waglerin-2 (Lethal peptide II) (Waglerin II)]		Tropidolaemus wagleri (Wagler's pit viper) (Trimeresurus wagleri)	24	Waglerin family
C0HJU2	VM11_BOTPA	reviewed	Snake venom metalloproteinase BpMP-1 (SVMP) (EC 3.4.24.-) (Fibrinogenolytic metalloproteinase) (Fragments)		Bothrops pauloensis (Neuwied's lancehead) (Bothrops neuwiedi pauloensis)	175	Venom metalloproteinase (M12B) family, P-I subfamily
C0L2T8	VM2C1_CRODO	reviewed	Zinc metalloproteinase/disintegrin (Metalloproteinase PII) (MPII) [Cleaved into: Snake venom metalloproteinase (SVMP) (EC 3.4.24.-); Disintegrin Cdc]	MPII	Crotalus durissus collilineatus (Brazilian rattlesnake)	478	Venom metalloproteinase (M12B) family, P-II subfamily, P-IIa sub-subfamily
Q7LZK1	VM2EB_ECHPL	reviewed	Disintegrin echistatin-beta		Echis pyramidum leakeyi (Leakey's carpet viper) (Echis carinatus leakeyi)	50	Venom metalloproteinase (M12B) family, P-II subfamily, P-IIa sub-subfamily
Q92031	VM1A_AGKCL	reviewed	Snake venom metalloproteinase ACLF (SVMP) (EC 3.4.24.-) (ACLF-I) (Metalloproteinase VMP-I) (AclVMP-I)	ACLPREF	Agkistrodon contortrix laticinctus (Broad-banded copperhead) (Agkistrodon mokasen laticinctus)	411	Venom metalloproteinase (M12B) family, P-I subfamily
Q90392	VM1AC_CROAT	reviewed	Snake venom metalloproteinase atrolysin-C (SVMP) (EC 3.4.24.42) (Hemorrhagic metalloproteinase atrolysin C) (Hemorrhagic toxin C) (HT-C)		Crotalus atrox (Western diamondback rattlesnake)	414	Venom metalloproteinase (M12B) family, P-I subfamily
Q4JCS0	VM2D3_BITAR	reviewed	Disintegrin isoform D-3		Bitis arietans (African puff adder)	83	Venom metalloproteinase (M12B) family, P-II subfamily, P-IIa sub-subfamily
P68521	VM2I_CRODD	reviewed	Disintegrin durissin (Platelet aggregation activation inhibitor)		Crotalus durissus durissus (Central American rattlesnake)	72	Venom metalloproteinase (M12B) family, P-II subfamily, P-IIa sub-subfamily
Q9PWJ0	VM2A2_DEIAC	reviewed	Zinc metalloproteinase/disintegrin [Cleaved into: Snake venom metalloproteinase aculysin-2 (SVMP) (EC 3.4.24.-) (DaMD1) (Metalloproteinase MD1); Disintegrin acugrin]	wbfib4	Deinagkistrodon acutus (Hundred-pace snake) (Agkistrodon acutus)	479	Venom metalloproteinase (M12B) family, P-II subfamily, P-IIa sub-subfamily
P17495	VM2B_TRIGA	reviewed	Disintegrin trigramin-beta-2 (Platelet aggregation activation inhibitor) [Cleaved into: Disintegrin trigramin-beta-1]		Trimeresurus gramineus (Bamboo pit viper) (Indian green tree viper)	73	Venom metalloproteinase (M12B) family, P-II subfamily, P-IIa sub-subfamily
Q90221	VM2H2_GLOHA	reviewed	Zinc metalloproteinase/disintegrin [Cleaved into: Snake venom metalloproteinase (SVMP) (EC 3.4.24.-); Disintegrin halystatin-2] (Fragment)		Gloydius halys (Chinese water mocassin) (Agkistrodon halys)	117	Venom metalloproteinase (M12B) family, P-II subfamily, P-IIa sub-subfamily
U3KRG1	VM1T1_PROMU	reviewed	Snake venom metalloproteinase TM-1 (SVMP) (EC 3.4.24.-) (Zinc-dependent metalloproteinase)		Protobothrops mucrosquamatus (Taiwan habu) (Trimeresurus mucrosquamatus)	202	Venom metalloproteinase (M12B) family, P-I subfamily
Q27J48	VESP_LACMU	reviewed	Ohanin-like protein		Lachesis muta muta (Bushmaster)	218	Ohanin/vespryn family
Q8QG89	VM1B_BOTIN	reviewed	Snake venom metalloproteinase BITM02A (SVMP) (EC 3.4.24.-)		Bothrops insularis (Golden lancehead) (Lachesis insularis)	409	Venom metalloproteinase (M12B) family, P-I subfamily
P21789	PA2A_CERCE	reviewed	Acidic phospholipase A2 Cc1-PLA2 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Cerastes cerastes (Horned desert viper)	120	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
Q2PG83	PA2A_PROEL	reviewed	Acidic phospholipase A2 PePLA2 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Protobothrops elegans (Elegant pitviper) (Trimeresurus elegans)	138	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
I6L8L6	PA2H1_BOTBZ	reviewed	Basic phospholipase A2 homolog 2 (svPLA2 homolog) (Myotoxin II) (MTX-II)		Bothrops brazili (Brazil's lancehead)	121	Phospholipase A2 family, Group II subfamily, K49 sub-subfamily
A0A0S4FKT4	VSP1_CRODO	reviewed	Thrombin-like enzyme collinein-1 (SVTLE collinein-1) (EC 3.4.21.-) (Fibrinogen-clotting enzyme) (Snake venom serine protease) (SVSP)		Crotalus durissus collilineatus (Brazilian rattlesnake)	238	Peptidase S1 family, Snake venom subfamily
Q71QJ0	VSP02_TRIST	reviewed	Snake venom serine protease KN2 (SVSP) (EC 3.4.21.-)		Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	257	Peptidase S1 family, Snake venom subfamily
P0C590	VSP2_GLOUS	reviewed	Thrombin-like enzyme calobin-2 (SVTLE) (EC 3.4.21.-) (Calobin II) (Fibrinogen-clotting enzyme) (Snake venom serine protease) (SVSP) (Fragment)		Gloydius ussuriensis (Ussuri mamushi) (Gloydius blomhoffii ussuriensis)	19	Peptidase S1 family, Snake venom subfamily
Q9YGS1	VSPA_DEIAC	reviewed	Thrombin-like enzyme acutin (SVTLE acutin) (EC 3.4.21.-) (Fibrinogen-clotting enzyme) (Snake venom serine protease) (SVSP) (Thrombin-like defibrase 1) (DFA1) (Fragment)		Deinagkistrodon acutus (Hundred-pace snake) (Agkistrodon acutus)	234	Peptidase S1 family, Snake venom subfamily
Q8UVX1	VSPG_GLOUS	reviewed	Snake venom serine protease gussurobin (SVSP) (EC 3.4.21.-)		Gloydius ussuriensis (Ussuri mamushi) (Gloydius blomhoffii ussuriensis)	260	Peptidase S1 family, Snake venom subfamily
Q71QI4	VSP05_TRIST	reviewed	Snake venom serine protease KN5 (SVSP) (EC 3.4.21.-)		Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	260	Peptidase S1 family, Snake venom subfamily
Q8UUK2	VSPS1_CROAD	reviewed	Snake venom serine proteinase Sp1 (SVSP) (EC 3.4.21.-)		Crotalus adamanteus (Eastern diamondback rattlesnake)	259	Peptidase S1 family, Snake venom subfamily
Q9YGJ9	VSPH2_GLOBR	reviewed	Snake venom serine protease Haly-2 (SVSP) (EC 3.4.21.-)		Gloydius brevicaudus (Korean slamosa snake) (Agkistrodon halys brevicaudus)	257	Peptidase S1 family, Snake venom subfamily
O13057	VSP2_PROFL	reviewed	Snake venom serine protease 2 (SVSP 2) (EC 3.4.21.-)	TLF2	Protobothrops flavoviridis (Habu) (Trimeresurus flavoviridis)	260	Peptidase S1 family, Snake venom subfamily
Q90ZI3	VM3H1_PROFL	reviewed	Zinc metalloproteinase-disintegrin-like HV1 (EC 3.4.24.-) (Snake venom metalloproteinase) (SVMP) (Vascular apoptosis-inducing protein) (VAP)		Protobothrops flavoviridis (Habu) (Trimeresurus flavoviridis)	612	Venom metalloproteinase (M12B) family, P-III subfamily, P-IIIc sub-subfamily
Q9W6M5	VM3AH_DEIAC	reviewed	Zinc metalloproteinase-disintegrin-like acurhagin (Acur) (EC 3.4.24.-) (Acutolysin e2) (Snake venom metalloproteinase) (SVMP) (Zinc metalloproteinase-disintegrin-like acutolysin-E)		Deinagkistrodon acutus (Hundred-pace snake) (Agkistrodon acutus)	610	Venom metalloproteinase (M12B) family, P-III subfamily, P-IIIa sub-subfamily
H6VC06	VKTK2_DABRR	reviewed	Kunitz-type serine protease inhibitor DrKIn-II (Daboia russelii Kunitz Inhibitor-II)		Daboia russelii (Russel's viper) (Vipera russelii)	84	Venom Kunitz-type family
P86802	VM1H1_BOTMA	reviewed	Snake venom metalloproteinase HF-1 (BmHF-1) (SVMP) (EC 3.4.24.-)		Bothrops marajoensis (Marajo lancehead)	238	Venom metalloproteinase (M12B) family, P-I subfamily
P0C6A9	VM25A_MACLO	reviewed	Disintegrin VLO5A		Macrovipera lebetina obtusa (Levant blunt-nosed viper) (Vipera lebetina obtusa)	64	Venom metalloproteinase (M12B) family, P-II subfamily, P-IIe sub-subfamily
P31982	VM2I_CROCC	reviewed	Disintegrin cerastin (Platelet aggregation activation inhibitor)		Crotalus cerastes cerastes (Mojave desert sidewinder)	73	Venom metalloproteinase (M12B) family, P-II subfamily, P-IIa sub-subfamily
Q7LZJ1	VM1_CROMN	reviewed	Snake venom metalloproteinase (SVMP) (EC 3.4.24.-) (Proteinase E) (Fragment)		Crotalus molossus nigrescens (Black-tailed rattlesnake)	12	Venom metalloproteinase (M12B) family, P-I subfamily
Q2ES49	VKT2_DABRR	reviewed	Kunitz-type serine protease inhibitor 2 (Kunitz protease inhibitor 2) (Kunitz protease inhibitor II)		Daboia russelii (Russel's viper) (Vipera russelii)	84	Venom Kunitz-type family
O13058	VSP3_PROFL	reviewed	Snake venom serine protease 3 (SVSP 3) (EC 3.4.21.-)	TLF3	Protobothrops flavoviridis (Habu) (Trimeresurus flavoviridis)	257	Peptidase S1 family, Snake venom subfamily
Q9PRM8	VSPAA_CERCE	reviewed	Snake venom serine protease Afaacytin alpha/beta/beta' chains (SVSP) (EC 3.4.21.-) (Fragment)		Cerastes cerastes (Horned desert viper)	27	Peptidase S1 family, Snake venom subfamily
P04971	VSPF_BOTAT	reviewed	Thrombin-like enzyme batroxobin (BX) (SVTLE) (EC 3.4.21.74) (Bothrops atrox serine proteinase) (Defibrase) (Fibrinogen-clotting enzyme) (Reptilase) (Snake venom serine protease) (SVSP) (Venombin A)		Bothrops atrox (Barba amarilla) (Fer-de-lance)	255	Peptidase S1 family, Snake venom subfamily
A8Y7N5	VKTC2_DABSI	reviewed	Kunitz-type serine protease inhibitor C2 (BPTI-2) (Trypsin inhibitor 2) (Trypsin inhibitor C2)		Daboia siamensis (Eastern Russel's viper) (Daboia russelii siamensis)	84	Venom Kunitz-type family
P0C6S0	VM1B1_BOTPA	reviewed	Snake venom metalloproteinase BnP1 (SVMP) (EC 3.4.24.-) (Fragments)		Bothrops pauloensis (Neuwied's lancehead) (Bothrops neuwiedi pauloensis)	83	Venom metalloproteinase (M12B) family, P-I subfamily
O13061	VSPB_TRIGA	reviewed	Snake venom serine protease 2B (SVSP 2B) (EC 3.4.21.-)	TLG2B	Trimeresurus gramineus (Bamboo pit viper) (Indian green tree viper)	260	Peptidase S1 family, Snake venom subfamily
P0DJF4	VSPAL_TRIAB	reviewed	Thrombin-like enzyme albolabrase (SVTLE albolabrase) (EC 3.4.21.-) (Fibrinogen-clotting enzyme) (Snake venom serine protease) (SVSP) (Fragment)		Trimeresurus albolabris (White-lipped pit viper) (Cryptelytrops albolabris)	11	Peptidase S1 family, Snake venom subfamily
P0CV90	VSPH_CROAT	reviewed	Snake venom serine protease homolog (Fragment)		Crotalus atrox (Western diamondback rattlesnake)	9	Peptidase S1 family, Snake venom subfamily
P84747	VVP1_BOTMO	reviewed	1370.6 Da venom vasodilator peptide		Bothrops moojeni (Lance-headed viper) (Caissaca)	12	
A2CJE4	VM3C_CROAT	reviewed	Zinc metalloproteinase-disintegrin-like catroriarin (EC 3.4.24.-) (Snake venom metalloproteinase) (SVMP) (Fragment)		Crotalus atrox (Western diamondback rattlesnake)	175	Venom metalloproteinase (M12B) family, P-III subfamily, P-IIIa sub-subfamily
Q71QI8	VSP10_TRIST	reviewed	Snake venom serine protease KN10 (SVSP) (EC 3.4.21.-)		Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	257	Peptidase S1 family, Snake venom subfamily
P09872	VSPCA_AGKCO	reviewed	Protein C activator (EC 3.4.21.-) (ACC-C) (Snake venom serine protease) (SVSP)		Agkistrodon contortrix contortrix (Southern copperhead)	231	Peptidase S1 family, Snake venom subfamily
Q9PRW2	VSP3_CROAT	reviewed	Alpha-fibrinogenase A3 (EC 3.4.21.-) (Snake venom serine protease) (SVSP) (Fragment)		Crotalus atrox (Western diamondback rattlesnake)	15	Peptidase S1 family, Snake venom subfamily
P0DJG3	VSP1_BOTAN	reviewed	Thrombin-like enzyme TLBan (SVTLE TLBan) (EC 3.4.21.-) (Fibrinogen-clotting enzyme) (Snake venom serine protease) (SVSP) (Fragments)		Bothrocophias andianus (Andean lancehead) (Bothrops andianus)	119	Peptidase S1 family, Snake venom subfamily
Q072L6	VSPL_BOTAS	reviewed	Thrombin-like enzyme asperase (SVTLE) (EC 3.4.21.-) (Fibrinogen-clotting enzyme) (Snake venom serine protease) (SVSP)		Bothrops asper (Terciopelo)	259	Peptidase S1 family, Snake venom subfamily
C5H5D5	VM31_LACMR	reviewed	Zinc metalloproteinase-disintegrin-like lachestatin-1 (EC 3.4.24.-) (Snake venom metalloprotease) (SVMP) (Vascular apoptosis-inducing protein-like) (VAP-like)		Lachesis muta rhombeata (Bushmaster)	421	Venom metalloproteinase (M12B) family, P-III subfamily, P-IIIc sub-subfamily
Q2UXR0	VM3E1_ECHOC	reviewed	Zinc metalloproteinase-disintegrin-like Eoc1 (EC 3.4.24.-) (Snake venom metalloproteinase) (SVMP)	Svmp3-Eoc1 EOC00001-SVMP	Echis ocellatus (Ocellated saw-scaled viper)	614	Venom metalloproteinase (M12B) family, P-III subfamily, P-IIIc sub-subfamily
Q7SZE0	VM2SA_GLOSA	reviewed	Zinc metalloproteinase/disintegrin [Cleaved into: Snake venom metalloproteinase saxin (SVMP) (EC 3.4.24.-); Disintegrin]		Gloydius saxatilis (Rock mamushi) (Gloydius intermedius saxatilis)	483	Venom metalloproteinase (M12B) family, P-II subfamily, P-IId sub-subfamily
P0DMH3	VM1_BOTFO	reviewed	Snake venom metalloproteinase Bfon25 (SVMP) (EC 3.4.24.-) (Fragment)		Bothrops fonsecai (Fonseca's lancehead) (Rhinocerophis fonsecai)	18	Venom metalloproteinase (M12B) family, P-I subfamily
P0CB14	VM1K_CALRH	reviewed	Snake venom metalloproteinase kistomin (SVMP) (EC 3.4.24.-)		Calloselasma rhodostoma (Malayan pit viper) (Agkistrodon rhodostoma)	417	Venom metalloproteinase (M12B) family, P-I subfamily
P86531	VSP2_DABRR	reviewed	Vipera russelli proteinase RVV-V homolog 2 (RVV-V 2) (EC 3.4.21.-) (Snake venom serine protease) (SVSP) (Vipera russelli proteinase RVV-V homolog 3) (RVV-V 3) (Fragment)		Daboia russelii (Russel's viper) (Vipera russelii)	15	Peptidase S1 family, Snake venom subfamily
O13062	VSPC_TRIGA	reviewed	Snake venom serine protease 2C (SVSP 2C) (EC 3.4.21.-)	TLG2C	Trimeresurus gramineus (Bamboo pit viper) (Indian green tree viper)	257	Peptidase S1 family, Snake venom subfamily
Q71QI2	VSP2_TRIST	reviewed	Snake venom serine protease CL2 (SVSP) (EC 3.4.21.-)		Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	258	Peptidase S1 family, Snake venom subfamily
P85109	VSP1_GLOBR	reviewed	Thrombin-like enzyme kangshuanmei (SVTLE) (EC 3.4.21.-) (Fibrinogen-clotting enzyme) (Snake venom serine protease) (SVSP)		Gloydius brevicaudus (Korean slamosa snake) (Agkistrodon halys brevicaudus)	236	Peptidase S1 family, Snake venom subfamily
Q92043	VM3AA_CROAT	reviewed	Zinc metalloproteinase-disintegrin-like atrolysin-A (EC 3.4.24.1) (Alpha-proteinase) (Hemorrhagic toxin A) (HT-A) (Snake venom metalloproteinase) (SVMP) (Fragment)		Crotalus atrox (Western diamondback rattlesnake)	419	Venom metalloproteinase (M12B) family, P-III subfamily, P-IIIa sub-subfamily
Q6T269	VKT3_BITGA	reviewed	Kunitz-type serine protease inhibitor bitisilin-3 (Two-Kunitz protease inhibitor) (Fragment)		Bitis gabonica (Gaboon adder) (Gaboon viper)	151	Venom Kunitz-type family
C5H5D3	VM32_BOTAT	reviewed	Zinc metalloproteinase-disintegrin-like batroxstatin-2 (EC 3.4.24.-) (Snake venom metalloprotease) (SVMP) (Vascular apoptosis-inducing protein-like) (VAP-like) (Fragment)		Bothrops atrox (Barba amarilla) (Fer-de-lance)	418	Venom metalloproteinase (M12B) family, P-III subfamily, P-IIIc sub-subfamily
P0C7B0	VM3H6_GLOBR	reviewed	Zinc metalloproteinase-disintegrin-like brevilysin H6 (Mt-a) (EC 3.4.24.-) (Snake venom metalloproteinase) (SVMP) [Cleaved into: p45K; Disintegrin-like p29K]		Gloydius brevicaudus (Korean slamosa snake) (Agkistrodon halys brevicaudus)	610	Venom metalloproteinase (M12B) family, P-III subfamily, P-IIIb sub-subfamily
P0DJH3	VMP3A_DEIAC	reviewed	Zinc metalloproteinase-disintegrin-like AAV1 (EC 3.4.24.-) (Snake venom metalloproteinase) (SVMP) [Cleaved into: Disintegrin-like AAV1-C] (Fragment)		Deinagkistrodon acutus (Hundred-pace snake) (Agkistrodon acutus)	10	Venom metalloproteinase (M12B) family, P-III subfamily
P81176	VSP1_GLOBL	reviewed	Thrombin-like enzyme halystase (SVTLE) (EC 3.4.21.-) (Snake venom serine protease) (SVSP)		Gloydius blomhoffii (Mamushi) (Agkistrodon halys blomhoffi)	238	Peptidase S1 family, Snake venom subfamily
B5U6Y3	VSP_ECHOC	reviewed	Serine protease sp-Eoc49 (EC 3.4.21.-) (Snake venom serine protease) (SVSP)		Echis ocellatus (Ocellated saw-scaled viper)	258	Peptidase S1 family, Snake venom subfamily
P86497	VSPR_BITRH	reviewed	Snake venom serine protease rhinocerase (SVSP) (EC 3.4.21.-) (Fragments)		Bitis rhinoceros (West African gaboon viper) (Vipera rhinoceros)	89	Peptidase S1 family, Snake venom subfamily
C0HLA2	VSP3_LACMR	reviewed	Thrombin-like enzyme LmrSP-3 (SVTLE) (EC 3.4.21.-) (Snake venom serine protease) (SVSP) (Fragment)		Lachesis muta rhombeata (Bushmaster)	26	Peptidase S1 family, Snake venom subfamily
